geometry_id,mesh_id,clscale,clmax,mesh_filepath
spheroid_rx_0.886_rz_8.945,spheroid_rx_0.886_rz_8.945_NTheta_0,,,
spheroid_rx_5.688_rz_1.59,spheroid_rx_5.688_rz_1.59_NTheta_0,,,
spheroid_rx_7.179_rz_3.078,spheroid_rx_7.179_rz_3.078_NTheta_0,,,
spheroid_rx_1.453_rz_1.49,spheroid_rx_1.453_rz_1.49_NTheta_0,,,
spheroid_rx_2.227_rz_5.6,spheroid_rx_2.227_rz_5.6_NTheta_0,,,
spheroid_rx_3.443_rz_9.044,spheroid_rx_3.443_rz_9.044_NTheta_0,,,
spheroid_rx_7.643_rz_6.905,spheroid_rx_7.643_rz_6.905_NTheta_0,,,
spheroid_rx_5.875_rz_9.027,spheroid_rx_5.875_rz_9.027_NTheta_0,,,
spheroid_rx_0.466_rz_0.595,spheroid_rx_0.466_rz_0.595_NTheta_0,,,
spheroid_rx_2.842_rz_9.926,spheroid_rx_2.842_rz_9.926_NTheta_0,,,
spheroid_rx_4.858_rz_7.136,spheroid_rx_4.858_rz_7.136_NTheta_0,,,
spheroid_rx_9.246_rz_4.002,spheroid_rx_9.246_rz_4.002_NTheta_0,,,
spheroid_rx_3.332_rz_0.835,spheroid_rx_3.332_rz_0.835_NTheta_0,,,
spheroid_rx_4.361_rz_4.581,spheroid_rx_4.361_rz_4.581_NTheta_0,,,
spheroid_rx_5.274_rz_0.995,spheroid_rx_5.274_rz_0.995_NTheta_0,,,
spheroid_rx_9.819_rz_2.61,spheroid_rx_9.819_rz_2.61_NTheta_0,,,
spheroid_rx_1.908_rz_3.212,spheroid_rx_1.908_rz_3.212_NTheta_0,,,
spheroid_rx_9.072_rz_6.382,spheroid_rx_9.072_rz_6.382_NTheta_0,,,
spheroid_rx_1.341_rz_7.112,spheroid_rx_1.341_rz_7.112_NTheta_0,,,
spheroid_rx_5.919_rz_3.175,spheroid_rx_5.919_rz_3.175_NTheta_0,,,
spheroid_rx_0.716_rz_9.478,spheroid_rx_0.716_rz_9.478_NTheta_0,,,
spheroid_rx_1.702_rz_6.371,spheroid_rx_1.702_rz_6.371_NTheta_0,,,
spheroid_rx_9.791_rz_9.226,spheroid_rx_9.791_rz_9.226_NTheta_0,,,
spheroid_rx_0.321_rz_7.693,spheroid_rx_0.321_rz_7.693_NTheta_0,,,
spheroid_rx_0.024_rz_8.483,spheroid_rx_0.024_rz_8.483_NTheta_0,,,
spheroid_rx_7.206_rz_7.945,spheroid_rx_7.206_rz_7.945_NTheta_0,,,
spheroid_rx_0.192_rz_1.56,spheroid_rx_0.192_rz_1.56_NTheta_0,,,
spheroid_rx_6.357_rz_9.789,spheroid_rx_6.357_rz_9.789_NTheta_0,,,
spheroid_rx_0.541_rz_2.419,spheroid_rx_0.541_rz_2.419_NTheta_0,,,
spheroid_rx_9.721_rz_7.054,spheroid_rx_9.721_rz_7.054_NTheta_0,,,
spheroid_rx_0.812_rz_5.921,spheroid_rx_0.812_rz_5.921_NTheta_0,,,
spheroid_rx_3.844_rz_9.104,spheroid_rx_3.844_rz_9.104_NTheta_0,,,
spheroid_rx_7.849_rz_2.797,spheroid_rx_7.849_rz_2.797_NTheta_0,,,
spheroid_rx_0.844_rz_2.329,spheroid_rx_0.844_rz_2.329_NTheta_0,,,
spheroid_rx_4.013_rz_8.232,spheroid_rx_4.013_rz_8.232_NTheta_0,,,
spheroid_rx_0.337_rz_8.429,spheroid_rx_0.337_rz_8.429_NTheta_0,,,
spheroid_rx_4.498_rz_1.826,spheroid_rx_4.498_rz_1.826_NTheta_0,,,
spheroid_rx_7.017_rz_9.813,spheroid_rx_7.017_rz_9.813_NTheta_0,,,
spheroid_rx_0.534_rz_3.476,spheroid_rx_0.534_rz_3.476_NTheta_0,,,
spheroid_rx_6.963_rz_2.352,spheroid_rx_6.963_rz_2.352_NTheta_0,,,
spheroid_rx_2.168_rz_1.568,spheroid_rx_2.168_rz_1.568_NTheta_0,,,
spheroid_rx_7.282_rz_1.92,spheroid_rx_7.282_rz_1.92_NTheta_0,,,
spheroid_rx_9.447_rz_2.78,spheroid_rx_9.447_rz_2.78_NTheta_0,,,
spheroid_rx_3.868_rz_9.218,spheroid_rx_3.868_rz_9.218_NTheta_0,,,
spheroid_rx_8.364_rz_0.238,spheroid_rx_8.364_rz_0.238_NTheta_0,,,
spheroid_rx_2.346_rz_3.228,spheroid_rx_2.346_rz_3.228_NTheta_0,,,
spheroid_rx_9.501_rz_0.438,spheroid_rx_9.501_rz_0.438_NTheta_0,,,
spheroid_rx_6.796_rz_4.892,spheroid_rx_6.796_rz_4.892_NTheta_0,,,
spheroid_rx_7.202_rz_6.447,spheroid_rx_7.202_rz_6.447_NTheta_0,,,
spheroid_rx_4.916_rz_6.896,spheroid_rx_4.916_rz_6.896_NTheta_0,,,
spheroid_rx_7.296_rz_3.863,spheroid_rx_7.296_rz_3.863_NTheta_0,,,
spheroid_rx_9.018_rz_8.054,spheroid_rx_9.018_rz_8.054_NTheta_0,,,
spheroid_rx_5.62_rz_3.22,spheroid_rx_5.62_rz_3.22_NTheta_0,,,
spheroid_rx_0.924_rz_6.49,spheroid_rx_0.924_rz_6.49_NTheta_0,,,
spheroid_rx_2.364_rz_3.573,spheroid_rx_2.364_rz_3.573_NTheta_0,,,
spheroid_rx_8.359_rz_3.292,spheroid_rx_8.359_rz_3.292_NTheta_0,,,
spheroid_rx_4.135_rz_1.899,spheroid_rx_4.135_rz_1.899_NTheta_0,,,
spheroid_rx_9.764_rz_0.711,spheroid_rx_9.764_rz_0.711_NTheta_0,,,
spheroid_rx_3.754_rz_6.819,spheroid_rx_3.754_rz_6.819_NTheta_0,,,
spheroid_rx_5.293_rz_6.415,spheroid_rx_5.293_rz_6.415_NTheta_0,,,
spheroid_rx_2.646_rz_3.775,spheroid_rx_2.646_rz_3.775_NTheta_0,,,
spheroid_rx_8.789_rz_4.58,spheroid_rx_8.789_rz_4.58_NTheta_0,,,
spheroid_rx_8.675_rz_7.858,spheroid_rx_8.675_rz_7.858_NTheta_0,,,
spheroid_rx_0.7_rz_6.905,spheroid_rx_0.7_rz_6.905_NTheta_0,,,
spheroid_rx_1.908_rz_0.486,spheroid_rx_1.908_rz_0.486_NTheta_0,,,
spheroid_rx_8.826_rz_3.784,spheroid_rx_8.826_rz_3.784_NTheta_0,,,
spheroid_rx_5.407_rz_5.942,spheroid_rx_5.407_rz_5.942_NTheta_0,,,
spheroid_rx_9.214_rz_8.457,spheroid_rx_9.214_rz_8.457_NTheta_0,,,
spheroid_rx_8.379_rz_3.88,spheroid_rx_8.379_rz_3.88_NTheta_0,,,
spheroid_rx_6.075_rz_1.708,spheroid_rx_6.075_rz_1.708_NTheta_0,,,
spheroid_rx_9.748_rz_0.79,spheroid_rx_9.748_rz_0.79_NTheta_0,,,
spheroid_rx_3.095_rz_1.445,spheroid_rx_3.095_rz_1.445_NTheta_0,,,
spheroid_rx_3.759_rz_8.87,spheroid_rx_3.759_rz_8.87_NTheta_0,,,
spheroid_rx_5.02_rz_7.495,spheroid_rx_5.02_rz_7.495_NTheta_0,,,
spheroid_rx_3.577_rz_5.601,spheroid_rx_3.577_rz_5.601_NTheta_0,,,
spheroid_rx_3.22_rz_3.664,spheroid_rx_3.22_rz_3.664_NTheta_0,,,
spheroid_rx_9.022_rz_4.898,spheroid_rx_9.022_rz_4.898_NTheta_0,,,
spheroid_rx_1.428_rz_3.8,spheroid_rx_1.428_rz_3.8_NTheta_0,,,
spheroid_rx_4.763_rz_3.714,spheroid_rx_4.763_rz_3.714_NTheta_0,,,
spheroid_rx_7.19_rz_1.567,spheroid_rx_7.19_rz_1.567_NTheta_0,,,
spheroid_rx_4.147_rz_2.079,spheroid_rx_4.147_rz_2.079_NTheta_0,,,
spheroid_rx_1.287_rz_1.342,spheroid_rx_1.287_rz_1.342_NTheta_0,,,
spheroid_rx_9.444_rz_6.13,spheroid_rx_9.444_rz_6.13_NTheta_0,,,
spheroid_rx_0.534_rz_2.268,spheroid_rx_0.534_rz_2.268_NTheta_0,,,
spheroid_rx_2.391_rz_3.113,spheroid_rx_2.391_rz_3.113_NTheta_0,,,
spheroid_rx_2.785_rz_1.529,spheroid_rx_2.785_rz_1.529_NTheta_0,,,
spheroid_rx_4.465_rz_0.46,spheroid_rx_4.465_rz_0.46_NTheta_0,,,
spheroid_rx_0.249_rz_6.259,spheroid_rx_0.249_rz_6.259_NTheta_0,,,
spheroid_rx_4.046_rz_7.883,spheroid_rx_4.046_rz_7.883_NTheta_0,,,
spheroid_rx_4.466_rz_5.079,spheroid_rx_4.466_rz_5.079_NTheta_0,,,
spheroid_rx_8.757_rz_8.355,spheroid_rx_8.757_rz_8.355_NTheta_0,,,
spheroid_rx_8.901_rz_9.389,spheroid_rx_8.901_rz_9.389_NTheta_0,,,
spheroid_rx_7.561_rz_5.361,spheroid_rx_7.561_rz_5.361_NTheta_0,,,
spheroid_rx_7.624_rz_1.394,spheroid_rx_7.624_rz_1.394_NTheta_0,,,
spheroid_rx_2.196_rz_9.757,spheroid_rx_2.196_rz_9.757_NTheta_0,,,
spheroid_rx_3.06_rz_7.009,spheroid_rx_3.06_rz_7.009_NTheta_0,,,
spheroid_rx_6.794_rz_9.825,spheroid_rx_6.794_rz_9.825_NTheta_0,,,
spheroid_rx_9.234_rz_6.088,spheroid_rx_9.234_rz_6.088_NTheta_0,,,
spheroid_rx_9.856_rz_0.76,spheroid_rx_9.856_rz_0.76_NTheta_0,,,
spheroid_rx_9.427_rz_0.162,spheroid_rx_9.427_rz_0.162_NTheta_0,,,
spheroid_rx_2.912_rz_8.685,spheroid_rx_2.912_rz_8.685_NTheta_0,,,
spheroid_rx_6.027_rz_5.248,spheroid_rx_6.027_rz_5.248_NTheta_0,,,
spheroid_rx_7.273_rz_1.388,spheroid_rx_7.273_rz_1.388_NTheta_0,,,
spheroid_rx_0.336_rz_5.789,spheroid_rx_0.336_rz_5.789_NTheta_0,,,
spheroid_rx_9.399_rz_3.836,spheroid_rx_9.399_rz_3.836_NTheta_0,,,
spheroid_rx_4.645_rz_5.048,spheroid_rx_4.645_rz_5.048_NTheta_0,,,
spheroid_rx_3.62_rz_4.294,spheroid_rx_3.62_rz_4.294_NTheta_0,,,
spheroid_rx_2.566_rz_3.04,spheroid_rx_2.566_rz_3.04_NTheta_0,,,
spheroid_rx_8.461_rz_0.719,spheroid_rx_8.461_rz_0.719_NTheta_0,,,
spheroid_rx_5.891_rz_8.291,spheroid_rx_5.891_rz_8.291_NTheta_0,,,
spheroid_rx_3.66_rz_6.249,spheroid_rx_3.66_rz_6.249_NTheta_0,,,
spheroid_rx_9.239_rz_3.195,spheroid_rx_9.239_rz_3.195_NTheta_0,,,
spheroid_rx_0.561_rz_8.76,spheroid_rx_0.561_rz_8.76_NTheta_0,,,
spheroid_rx_7.39_rz_0.246,spheroid_rx_7.39_rz_0.246_NTheta_0,,,
spheroid_rx_3.473_rz_6.74,spheroid_rx_3.473_rz_6.74_NTheta_0,,,
spheroid_rx_1.132_rz_5.646,spheroid_rx_1.132_rz_5.646_NTheta_0,,,
spheroid_rx_7.95_rz_6.193,spheroid_rx_7.95_rz_6.193_NTheta_0,,,
spheroid_rx_2.431_rz_0.067,spheroid_rx_2.431_rz_0.067_NTheta_0,,,
spheroid_rx_1.975_rz_9.324,spheroid_rx_1.975_rz_9.324_NTheta_0,,,
spheroid_rx_6.804_rz_5.775,spheroid_rx_6.804_rz_5.775_NTheta_0,,,
spheroid_rx_8.709_rz_0.394,spheroid_rx_8.709_rz_0.394_NTheta_0,,,
spheroid_rx_4.542_rz_0.872,spheroid_rx_4.542_rz_0.872_NTheta_0,,,
spheroid_rx_0.864_rz_8.34,spheroid_rx_0.864_rz_8.34_NTheta_0,,,
spheroid_rx_7.586_rz_2.052,spheroid_rx_7.586_rz_2.052_NTheta_0,,,
spheroid_rx_7.885_rz_5.366,spheroid_rx_7.885_rz_5.366_NTheta_0,,,
spheroid_rx_7.165_rz_3.115,spheroid_rx_7.165_rz_3.115_NTheta_0,,,
spheroid_rx_1.354_rz_8.167,spheroid_rx_1.354_rz_8.167_NTheta_0,,,
spheroid_rx_0.015_rz_1.915,spheroid_rx_0.015_rz_1.915_NTheta_0,,,
spheroid_rx_6.391_rz_2.235,spheroid_rx_6.391_rz_2.235_NTheta_0,,,
spheroid_rx_5.295_rz_5.951,spheroid_rx_5.295_rz_5.951_NTheta_0,,,
spheroid_rx_1.213_rz_9.391,spheroid_rx_1.213_rz_9.391_NTheta_0,,,
spheroid_rx_9.159_rz_0.669,spheroid_rx_9.159_rz_0.669_NTheta_0,,,
spheroid_rx_3.043_rz_2.081,spheroid_rx_3.043_rz_2.081_NTheta_0,,,
spheroid_rx_7.93_rz_0.138,spheroid_rx_7.93_rz_0.138_NTheta_0,,,
spheroid_rx_2.149_rz_7.458,spheroid_rx_2.149_rz_7.458_NTheta_0,,,
spheroid_rx_1.589_rz_7.838,spheroid_rx_1.589_rz_7.838_NTheta_0,,,
spheroid_rx_9.169_rz_5.28,spheroid_rx_9.169_rz_5.28_NTheta_0,,,
spheroid_rx_5.239_rz_5.574,spheroid_rx_5.239_rz_5.574_NTheta_0,,,
spheroid_rx_4.685_rz_1.162,spheroid_rx_4.685_rz_1.162_NTheta_0,,,
spheroid_rx_0.189_rz_7.722,spheroid_rx_0.189_rz_7.722_NTheta_0,,,
spheroid_rx_8.639_rz_5.797,spheroid_rx_8.639_rz_5.797_NTheta_0,,,
spheroid_rx_7.635_rz_7.31,spheroid_rx_7.635_rz_7.31_NTheta_0,,,
spheroid_rx_8.799_rz_9.263,spheroid_rx_8.799_rz_9.263_NTheta_0,,,
spheroid_rx_6.724_rz_3.959,spheroid_rx_6.724_rz_3.959_NTheta_0,,,
spheroid_rx_1.313_rz_5.515,spheroid_rx_1.313_rz_5.515_NTheta_0,,,
spheroid_rx_7.404_rz_4.514,spheroid_rx_7.404_rz_4.514_NTheta_0,,,
spheroid_rx_8.044_rz_2.408,spheroid_rx_8.044_rz_2.408_NTheta_0,,,
spheroid_rx_7.127_rz_2.837,spheroid_rx_7.127_rz_2.837_NTheta_0,,,
spheroid_rx_8.751_rz_7.557,spheroid_rx_8.751_rz_7.557_NTheta_0,,,
spheroid_rx_5.732_rz_5.099,spheroid_rx_5.732_rz_5.099_NTheta_0,,,
spheroid_rx_5.247_rz_8.011,spheroid_rx_5.247_rz_8.011_NTheta_0,,,
spheroid_rx_0.83_rz_0.617,spheroid_rx_0.83_rz_0.617_NTheta_0,,,
spheroid_rx_9.65_rz_3.195,spheroid_rx_9.65_rz_3.195_NTheta_0,,,
spheroid_rx_5.039_rz_8.678,spheroid_rx_5.039_rz_8.678_NTheta_0,,,
spheroid_rx_6.004_rz_5.024,spheroid_rx_6.004_rz_5.024_NTheta_0,,,
spheroid_rx_5.31_rz_2.092,spheroid_rx_5.31_rz_2.092_NTheta_0,,,
spheroid_rx_0.112_rz_2.989,spheroid_rx_0.112_rz_2.989_NTheta_0,,,
spheroid_rx_3.975_rz_3.2,spheroid_rx_3.975_rz_3.2_NTheta_0,,,
spheroid_rx_1.645_rz_1.691,spheroid_rx_1.645_rz_1.691_NTheta_0,,,
spheroid_rx_0.978_rz_9.414,spheroid_rx_0.978_rz_9.414_NTheta_0,,,
spheroid_rx_0.02_rz_4.35,spheroid_rx_0.02_rz_4.35_NTheta_0,,,
spheroid_rx_9.465_rz_1.883,spheroid_rx_9.465_rz_1.883_NTheta_0,,,
spheroid_rx_5.008_rz_6.155,spheroid_rx_5.008_rz_6.155_NTheta_0,,,
spheroid_rx_2.558_rz_0.96,spheroid_rx_2.558_rz_0.96_NTheta_0,,,
spheroid_rx_3.358_rz_2.677,spheroid_rx_3.358_rz_2.677_NTheta_0,,,
spheroid_rx_4.585_rz_0.78,spheroid_rx_4.585_rz_0.78_NTheta_0,,,
spheroid_rx_6.261_rz_0.61,spheroid_rx_6.261_rz_0.61_NTheta_0,,,
spheroid_rx_3.3_rz_5.714,spheroid_rx_3.3_rz_5.714_NTheta_0,,,
spheroid_rx_2.675_rz_6.879,spheroid_rx_2.675_rz_6.879_NTheta_0,,,
spheroid_rx_0.092_rz_3.059,spheroid_rx_0.092_rz_3.059_NTheta_0,,,
spheroid_rx_9.114_rz_4.206,spheroid_rx_9.114_rz_4.206_NTheta_0,,,
spheroid_rx_3.788_rz_7.891,spheroid_rx_3.788_rz_7.891_NTheta_0,,,
spheroid_rx_9.836_rz_5.212,spheroid_rx_9.836_rz_5.212_NTheta_0,,,
spheroid_rx_7.94_rz_4.304,spheroid_rx_7.94_rz_4.304_NTheta_0,,,
spheroid_rx_5.215_rz_7.295,spheroid_rx_5.215_rz_7.295_NTheta_0,,,
spheroid_rx_8.857_rz_9.693,spheroid_rx_8.857_rz_9.693_NTheta_0,,,
spheroid_rx_6.176_rz_8.077,spheroid_rx_6.176_rz_8.077_NTheta_0,,,
spheroid_rx_6.635_rz_7.779,spheroid_rx_6.635_rz_7.779_NTheta_0,,,
spheroid_rx_7.039_rz_0.933,spheroid_rx_7.039_rz_0.933_NTheta_0,,,
spheroid_rx_8.727_rz_0.713,spheroid_rx_8.727_rz_0.713_NTheta_0,,,
spheroid_rx_1.83_rz_7.99,spheroid_rx_1.83_rz_7.99_NTheta_0,,,
spheroid_rx_1.537_rz_1.647,spheroid_rx_1.537_rz_1.647_NTheta_0,,,
spheroid_rx_0.699_rz_3.616,spheroid_rx_0.699_rz_3.616_NTheta_0,,,
spheroid_rx_5.143_rz_8.431,spheroid_rx_5.143_rz_8.431_NTheta_0,,,
spheroid_rx_9.844_rz_5.514,spheroid_rx_9.844_rz_5.514_NTheta_0,,,
spheroid_rx_1.561_rz_5.987,spheroid_rx_1.561_rz_5.987_NTheta_0,,,
spheroid_rx_3.344_rz_7.193,spheroid_rx_3.344_rz_7.193_NTheta_0,,,
spheroid_rx_2.125_rz_3.489,spheroid_rx_2.125_rz_3.489_NTheta_0,,,
spheroid_rx_4.023_rz_7.1,spheroid_rx_4.023_rz_7.1_NTheta_0,,,
spheroid_rx_9.603_rz_9.848,spheroid_rx_9.603_rz_9.848_NTheta_0,,,
spheroid_rx_0.899_rz_1.359,spheroid_rx_0.899_rz_1.359_NTheta_0,,,
spheroid_rx_7.627_rz_0.176,spheroid_rx_7.627_rz_0.176_NTheta_0,,,
spheroid_rx_6.949_rz_2.881,spheroid_rx_6.949_rz_2.881_NTheta_0,,,
spheroid_rx_5.774_rz_6.729,spheroid_rx_5.774_rz_6.729_NTheta_0,,,
spheroid_rx_2.561_rz_0.552,spheroid_rx_2.561_rz_0.552_NTheta_0,,,
spheroid_rx_7.568_rz_3.218,spheroid_rx_7.568_rz_3.218_NTheta_0,,,
spheroid_rx_6.356_rz_3.491,spheroid_rx_6.356_rz_3.491_NTheta_0,,,
spheroid_rx_1.625_rz_4.328,spheroid_rx_1.625_rz_4.328_NTheta_0,,,
spheroid_rx_4.447_rz_9.787,spheroid_rx_4.447_rz_9.787_NTheta_0,,,
spheroid_rx_3.285_rz_6.794,spheroid_rx_3.285_rz_6.794_NTheta_0,,,
spheroid_rx_4.225_rz_4.209,spheroid_rx_4.225_rz_4.209_NTheta_0,,,
spheroid_rx_9.447_rz_6.084,spheroid_rx_9.447_rz_6.084_NTheta_0,,,
spheroid_rx_5.617_rz_2.463,spheroid_rx_5.617_rz_2.463_NTheta_0,,,
spheroid_rx_4.4_rz_7.676,spheroid_rx_4.4_rz_7.676_NTheta_0,,,
spheroid_rx_2.89_rz_4.266,spheroid_rx_2.89_rz_4.266_NTheta_0,,,
spheroid_rx_6.534_rz_5.972,spheroid_rx_6.534_rz_5.972_NTheta_0,,,
spheroid_rx_2.649_rz_7.796,spheroid_rx_2.649_rz_7.796_NTheta_0,,,
spheroid_rx_5.298_rz_1.055,spheroid_rx_5.298_rz_1.055_NTheta_0,,,
spheroid_rx_4.788_rz_7.845,spheroid_rx_4.788_rz_7.845_NTheta_0,,,
spheroid_rx_1.809_rz_5.222,spheroid_rx_1.809_rz_5.222_NTheta_0,,,
spheroid_rx_2.056_rz_1.86,spheroid_rx_2.056_rz_1.86_NTheta_0,,,
spheroid_rx_0.946_rz_3.753,spheroid_rx_0.946_rz_3.753_NTheta_0,,,
spheroid_rx_7.248_rz_9.465,spheroid_rx_7.248_rz_9.465_NTheta_0,,,
spheroid_rx_7.525_rz_0.157,spheroid_rx_7.525_rz_0.157_NTheta_0,,,
spheroid_rx_3.855_rz_8.94,spheroid_rx_3.855_rz_8.94_NTheta_0,,,
spheroid_rx_5.568_rz_3.144,spheroid_rx_5.568_rz_3.144_NTheta_0,,,
spheroid_rx_1.012_rz_0.226,spheroid_rx_1.012_rz_0.226_NTheta_0,,,
spheroid_rx_4.076_rz_3.092,spheroid_rx_4.076_rz_3.092_NTheta_0,,,
spheroid_rx_1.408_rz_7.814,spheroid_rx_1.408_rz_7.814_NTheta_0,,,
spheroid_rx_5.501_rz_9.341,spheroid_rx_5.501_rz_9.341_NTheta_0,,,
spheroid_rx_9.302_rz_1.92,spheroid_rx_9.302_rz_1.92_NTheta_0,,,
spheroid_rx_9.545_rz_3.546,spheroid_rx_9.545_rz_3.546_NTheta_0,,,
spheroid_rx_5.46_rz_7.353,spheroid_rx_5.46_rz_7.353_NTheta_0,,,
spheroid_rx_3.387_rz_3.326,spheroid_rx_3.387_rz_3.326_NTheta_0,,,
spheroid_rx_4.901_rz_6.568,spheroid_rx_4.901_rz_6.568_NTheta_0,,,
spheroid_rx_0.189_rz_4.691,spheroid_rx_0.189_rz_4.691_NTheta_0,,,
spheroid_rx_2.675_rz_8.042,spheroid_rx_2.675_rz_8.042_NTheta_0,,,
spheroid_rx_8.435_rz_5.299,spheroid_rx_8.435_rz_5.299_NTheta_0,,,
spheroid_rx_7.61_rz_9.731,spheroid_rx_7.61_rz_9.731_NTheta_0,,,
spheroid_rx_1.094_rz_3.161,spheroid_rx_1.094_rz_3.161_NTheta_0,,,
spheroid_rx_1.71_rz_1.272,spheroid_rx_1.71_rz_1.272_NTheta_0,,,
spheroid_rx_1.859_rz_8.638,spheroid_rx_1.859_rz_8.638_NTheta_0,,,
spheroid_rx_2.941_rz_2.46,spheroid_rx_2.941_rz_2.46_NTheta_0,,,
spheroid_rx_7.06_rz_0.568,spheroid_rx_7.06_rz_0.568_NTheta_0,,,
spheroid_rx_0.494_rz_7.912,spheroid_rx_0.494_rz_7.912_NTheta_0,,,
spheroid_rx_2.404_rz_5.669,spheroid_rx_2.404_rz_5.669_NTheta_0,,,
spheroid_rx_1.202_rz_8.042,spheroid_rx_1.202_rz_8.042_NTheta_0,,,
spheroid_rx_7.695_rz_8.206,spheroid_rx_7.695_rz_8.206_NTheta_0,,,
spheroid_rx_9.411_rz_6.51,spheroid_rx_9.411_rz_6.51_NTheta_0,,,
spheroid_rx_9.019_rz_7.762,spheroid_rx_9.019_rz_7.762_NTheta_0,,,
spheroid_rx_3.531_rz_1.132,spheroid_rx_3.531_rz_1.132_NTheta_0,,,
spheroid_rx_9.937_rz_3.012,spheroid_rx_9.937_rz_3.012_NTheta_0,,,
spheroid_rx_4.159_rz_0.922,spheroid_rx_4.159_rz_0.922_NTheta_0,,,
spheroid_rx_1.144_rz_2.792,spheroid_rx_1.144_rz_2.792_NTheta_0,,,
spheroid_rx_7.43_rz_0.96,spheroid_rx_7.43_rz_0.96_NTheta_0,,,
spheroid_rx_5.592_rz_6.569,spheroid_rx_5.592_rz_6.569_NTheta_0,,,
spheroid_rx_9.828_rz_5.138,spheroid_rx_9.828_rz_5.138_NTheta_0,,,
spheroid_rx_5.579_rz_8.603,spheroid_rx_5.579_rz_8.603_NTheta_0,,,
spheroid_rx_5.889_rz_6.451,spheroid_rx_5.889_rz_6.451_NTheta_0,,,
spheroid_rx_8.404_rz_0.552,spheroid_rx_8.404_rz_0.552_NTheta_0,,,
spheroid_rx_6.501_rz_8.535,spheroid_rx_6.501_rz_8.535_NTheta_0,,,
spheroid_rx_8.602_rz_1.79,spheroid_rx_8.602_rz_1.79_NTheta_0,,,
spheroid_rx_8.886_rz_7.521,spheroid_rx_8.886_rz_7.521_NTheta_0,,,
spheroid_rx_9.93_rz_10.0,spheroid_rx_9.93_rz_10.0_NTheta_0,,,
spheroid_rx_3.092_rz_0.753,spheroid_rx_3.092_rz_0.753_NTheta_0,,,
spheroid_rx_9.254_rz_4.437,spheroid_rx_9.254_rz_4.437_NTheta_0,,,
spheroid_rx_7.348_rz_2.091,spheroid_rx_7.348_rz_2.091_NTheta_0,,,
spheroid_rx_5.133_rz_6.071,spheroid_rx_5.133_rz_6.071_NTheta_0,,,
spheroid_rx_0.744_rz_6.44,spheroid_rx_0.744_rz_6.44_NTheta_0,,,
spheroid_rx_8.638_rz_3.182,spheroid_rx_8.638_rz_3.182_NTheta_0,,,
spheroid_rx_4.625_rz_2.778,spheroid_rx_4.625_rz_2.778_NTheta_0,,,
spheroid_rx_2.679_rz_6.459,spheroid_rx_2.679_rz_6.459_NTheta_0,,,
spheroid_rx_6.3_rz_2.467,spheroid_rx_6.3_rz_2.467_NTheta_0,,,
spheroid_rx_7.671_rz_5.444,spheroid_rx_7.671_rz_5.444_NTheta_0,,,
spheroid_rx_6.867_rz_4.162,spheroid_rx_6.867_rz_4.162_NTheta_0,,,
spheroid_rx_9.22_rz_9.313,spheroid_rx_9.22_rz_9.313_NTheta_0,,,
spheroid_rx_1.351_rz_2.165,spheroid_rx_1.351_rz_2.165_NTheta_0,,,
spheroid_rx_0.232_rz_1.187,spheroid_rx_0.232_rz_1.187_NTheta_0,,,
spheroid_rx_1.203_rz_4.515,spheroid_rx_1.203_rz_4.515_NTheta_0,,,
spheroid_rx_8.764_rz_9.171,spheroid_rx_8.764_rz_9.171_NTheta_0,,,
spheroid_rx_8.007_rz_7.88,spheroid_rx_8.007_rz_7.88_NTheta_0,,,
spheroid_rx_8.262_rz_3.067,spheroid_rx_8.262_rz_3.067_NTheta_0,,,
spheroid_rx_6.91_rz_5.834,spheroid_rx_6.91_rz_5.834_NTheta_0,,,
spheroid_rx_5.48_rz_1.697,spheroid_rx_5.48_rz_1.697_NTheta_0,,,
spheroid_rx_4.545_rz_7.151,spheroid_rx_4.545_rz_7.151_NTheta_0,,,
spheroid_rx_1.933_rz_7.175,spheroid_rx_1.933_rz_7.175_NTheta_0,,,
spheroid_rx_7.367_rz_7.208,spheroid_rx_7.367_rz_7.208_NTheta_0,,,
spheroid_rx_0.834_rz_4.032,spheroid_rx_0.834_rz_4.032_NTheta_0,,,
spheroid_rx_9.316_rz_3.778,spheroid_rx_9.316_rz_3.778_NTheta_0,,,
spheroid_rx_1.985_rz_6.279,spheroid_rx_1.985_rz_6.279_NTheta_0,,,
spheroid_rx_8.784_rz_8.887,spheroid_rx_8.784_rz_8.887_NTheta_0,,,
spheroid_rx_1.759_rz_4.921,spheroid_rx_1.759_rz_4.921_NTheta_0,,,
spheroid_rx_7.235_rz_3.828,spheroid_rx_7.235_rz_3.828_NTheta_0,,,
spheroid_rx_3.873_rz_0.735,spheroid_rx_3.873_rz_0.735_NTheta_0,,,
spheroid_rx_6.65_rz_5.715,spheroid_rx_6.65_rz_5.715_NTheta_0,,,
spheroid_rx_2.5_rz_8.069,spheroid_rx_2.5_rz_8.069_NTheta_0,,,
spheroid_rx_6.114_rz_0.696,spheroid_rx_6.114_rz_0.696_NTheta_0,,,
spheroid_rx_1.407_rz_5.498,spheroid_rx_1.407_rz_5.498_NTheta_0,,,
spheroid_rx_2.922_rz_1.34,spheroid_rx_2.922_rz_1.34_NTheta_0,,,
spheroid_rx_2.026_rz_7.703,spheroid_rx_2.026_rz_7.703_NTheta_0,,,
spheroid_rx_6.994_rz_8.687,spheroid_rx_6.994_rz_8.687_NTheta_0,,,
