geometry_id,mesh_id,clscale,clmax,mesh_filepath
spheroid_rx_1.008_rz_8.242,spheroid_rx_1.008_rz_8.242_NTheta_0,,,
spheroid_rx_0.963_rz_7.544,spheroid_rx_0.963_rz_7.544_NTheta_0,,,
spheroid_rx_2.753_rz_5.052,spheroid_rx_2.753_rz_5.052_NTheta_0,,,
spheroid_rx_7.748_rz_7.394,spheroid_rx_7.748_rz_7.394_NTheta_0,,,
spheroid_rx_2.216_rz_0.774,spheroid_rx_2.216_rz_0.774_NTheta_0,,,
spheroid_rx_4.185_rz_5.475,spheroid_rx_4.185_rz_5.475_NTheta_0,,,
spheroid_rx_3.385_rz_3.5,spheroid_rx_3.385_rz_3.5_NTheta_0,,,
spheroid_rx_8.294_rz_7.022,spheroid_rx_8.294_rz_7.022_NTheta_0,,,
spheroid_rx_2.592_rz_4.125,spheroid_rx_2.592_rz_4.125_NTheta_0,,,
spheroid_rx_5.813_rz_8.502,spheroid_rx_5.813_rz_8.502_NTheta_0,,,
spheroid_rx_1.944_rz_9.592,spheroid_rx_1.944_rz_9.592_NTheta_0,,,
spheroid_rx_3.723_rz_1.78,spheroid_rx_3.723_rz_1.78_NTheta_0,,,
spheroid_rx_0.336_rz_1.0,spheroid_rx_0.336_rz_1.0_NTheta_0,,,
spheroid_rx_8.166_rz_0.24,spheroid_rx_8.166_rz_0.24_NTheta_0,,,
spheroid_rx_1.312_rz_7.57,spheroid_rx_1.312_rz_7.57_NTheta_0,,,
spheroid_rx_7.408_rz_5.628,spheroid_rx_7.408_rz_5.628_NTheta_0,,,
spheroid_rx_4.582_rz_9.945,spheroid_rx_4.582_rz_9.945_NTheta_0,,,
spheroid_rx_5.348_rz_8.598,spheroid_rx_5.348_rz_8.598_NTheta_0,,,
spheroid_rx_5.955_rz_7.449,spheroid_rx_5.955_rz_7.449_NTheta_0,,,
spheroid_rx_4.281_rz_9.729,spheroid_rx_4.281_rz_9.729_NTheta_0,,,
spheroid_rx_2.81_rz_9.58,spheroid_rx_2.81_rz_9.58_NTheta_0,,,
spheroid_rx_4.562_rz_9.277,spheroid_rx_4.562_rz_9.277_NTheta_0,,,
spheroid_rx_6.87_rz_3.241,spheroid_rx_6.87_rz_3.241_NTheta_0,,,
spheroid_rx_8.007_rz_9.952,spheroid_rx_8.007_rz_9.952_NTheta_0,,,
spheroid_rx_0.721_rz_2.403,spheroid_rx_0.721_rz_2.403_NTheta_0,,,
spheroid_rx_2.044_rz_6.097,spheroid_rx_2.044_rz_6.097_NTheta_0,,,
spheroid_rx_0.807_rz_9.558,spheroid_rx_0.807_rz_9.558_NTheta_0,,,
spheroid_rx_5.049_rz_2.524,spheroid_rx_5.049_rz_2.524_NTheta_0,,,
spheroid_rx_8.743_rz_6.332,spheroid_rx_8.743_rz_6.332_NTheta_0,,,
spheroid_rx_8.387_rz_3.027,spheroid_rx_8.387_rz_3.027_NTheta_0,,,
spheroid_rx_8.164_rz_1.756,spheroid_rx_8.164_rz_1.756_NTheta_0,,,
spheroid_rx_3.495_rz_9.425,spheroid_rx_3.495_rz_9.425_NTheta_0,,,
spheroid_rx_7.568_rz_8.343,spheroid_rx_7.568_rz_8.343_NTheta_0,,,
spheroid_rx_9.722_rz_7.22,spheroid_rx_9.722_rz_7.22_NTheta_0,,,
spheroid_rx_3.69_rz_6.19,spheroid_rx_3.69_rz_6.19_NTheta_0,,,
spheroid_rx_6.112_rz_5.745,spheroid_rx_6.112_rz_5.745_NTheta_0,,,
spheroid_rx_6.667_rz_9.302,spheroid_rx_6.667_rz_9.302_NTheta_0,,,
spheroid_rx_5.114_rz_7.796,spheroid_rx_5.114_rz_7.796_NTheta_0,,,
spheroid_rx_0.814_rz_7.924,spheroid_rx_0.814_rz_7.924_NTheta_0,,,
spheroid_rx_3.845_rz_1.705,spheroid_rx_3.845_rz_1.705_NTheta_0,,,
spheroid_rx_9.856_rz_7.486,spheroid_rx_9.856_rz_7.486_NTheta_0,,,
spheroid_rx_2.721_rz_3.198,spheroid_rx_2.721_rz_3.198_NTheta_0,,,
spheroid_rx_6.893_rz_5.062,spheroid_rx_6.893_rz_5.062_NTheta_0,,,
spheroid_rx_3.607_rz_1.159,spheroid_rx_3.607_rz_1.159_NTheta_0,,,
spheroid_rx_7.829_rz_2.151,spheroid_rx_7.829_rz_2.151_NTheta_0,,,
spheroid_rx_7.212_rz_8.407,spheroid_rx_7.212_rz_8.407_NTheta_0,,,
spheroid_rx_8.376_rz_5.47,spheroid_rx_8.376_rz_5.47_NTheta_0,,,
spheroid_rx_4.544_rz_8.107,spheroid_rx_4.544_rz_8.107_NTheta_0,,,
spheroid_rx_6.085_rz_0.426,spheroid_rx_6.085_rz_0.426_NTheta_0,,,
spheroid_rx_0.976_rz_2.96,spheroid_rx_0.976_rz_2.96_NTheta_0,,,
spheroid_rx_1.705_rz_9.034,spheroid_rx_1.705_rz_9.034_NTheta_0,,,
spheroid_rx_7.472_rz_4.597,spheroid_rx_7.472_rz_4.597_NTheta_0,,,
spheroid_rx_3.607_rz_1.886,spheroid_rx_3.607_rz_1.886_NTheta_0,,,
spheroid_rx_3.747_rz_3.137,spheroid_rx_3.747_rz_3.137_NTheta_0,,,
spheroid_rx_3.144_rz_2.271,spheroid_rx_3.144_rz_2.271_NTheta_0,,,
spheroid_rx_3.427_rz_8.17,spheroid_rx_3.427_rz_8.17_NTheta_0,,,
spheroid_rx_4.448_rz_4.383,spheroid_rx_4.448_rz_4.383_NTheta_0,,,
spheroid_rx_8.105_rz_8.513,spheroid_rx_8.105_rz_8.513_NTheta_0,,,
spheroid_rx_5.988_rz_8.783,spheroid_rx_5.988_rz_8.783_NTheta_0,,,
spheroid_rx_3.353_rz_7.554,spheroid_rx_3.353_rz_7.554_NTheta_0,,,
spheroid_rx_7.585_rz_0.166,spheroid_rx_7.585_rz_0.166_NTheta_0,,,
spheroid_rx_1.343_rz_9.385,spheroid_rx_1.343_rz_9.385_NTheta_0,,,
spheroid_rx_3.016_rz_7.109,spheroid_rx_3.016_rz_7.109_NTheta_0,,,
spheroid_rx_0.898_rz_8.869,spheroid_rx_0.898_rz_8.869_NTheta_0,,,
spheroid_rx_6.948_rz_5.31,spheroid_rx_6.948_rz_5.31_NTheta_0,,,
spheroid_rx_0.479_rz_4.134,spheroid_rx_0.479_rz_4.134_NTheta_0,,,
spheroid_rx_9.452_rz_0.809,spheroid_rx_9.452_rz_0.809_NTheta_0,,,
spheroid_rx_2.669_rz_3.598,spheroid_rx_2.669_rz_3.598_NTheta_0,,,
spheroid_rx_0.028_rz_0.193,spheroid_rx_0.028_rz_0.193_NTheta_0,,,
spheroid_rx_7.412_rz_2.923,spheroid_rx_7.412_rz_2.923_NTheta_0,,,
spheroid_rx_0.727_rz_3.437,spheroid_rx_0.727_rz_3.437_NTheta_0,,,
spheroid_rx_9.249_rz_3.335,spheroid_rx_9.249_rz_3.335_NTheta_0,,,
spheroid_rx_9.501_rz_2.107,spheroid_rx_9.501_rz_2.107_NTheta_0,,,
spheroid_rx_6.727_rz_8.714,spheroid_rx_6.727_rz_8.714_NTheta_0,,,
spheroid_rx_3.337_rz_5.845,spheroid_rx_3.337_rz_5.845_NTheta_0,,,
spheroid_rx_7.974_rz_5.825,spheroid_rx_7.974_rz_5.825_NTheta_0,,,
spheroid_rx_5.536_rz_9.116,spheroid_rx_5.536_rz_9.116_NTheta_0,,,
spheroid_rx_2.865_rz_7.465,spheroid_rx_2.865_rz_7.465_NTheta_0,,,
spheroid_rx_9.866_rz_3.45,spheroid_rx_9.866_rz_3.45_NTheta_0,,,
spheroid_rx_6.903_rz_7.391,spheroid_rx_6.903_rz_7.391_NTheta_0,,,
spheroid_rx_0.622_rz_5.982,spheroid_rx_0.622_rz_5.982_NTheta_0,,,
spheroid_rx_8.138_rz_5.995,spheroid_rx_8.138_rz_5.995_NTheta_0,,,
spheroid_rx_8.621_rz_9.328,spheroid_rx_8.621_rz_9.328_NTheta_0,,,
spheroid_rx_6.202_rz_4.881,spheroid_rx_6.202_rz_4.881_NTheta_0,,,
spheroid_rx_2.994_rz_8.621,spheroid_rx_2.994_rz_8.621_NTheta_0,,,
spheroid_rx_7.429_rz_3.666,spheroid_rx_7.429_rz_3.666_NTheta_0,,,
spheroid_rx_8.395_rz_0.459,spheroid_rx_8.395_rz_0.459_NTheta_0,,,
spheroid_rx_4.694_rz_9.844,spheroid_rx_4.694_rz_9.844_NTheta_0,,,
spheroid_rx_5.987_rz_3.891,spheroid_rx_5.987_rz_3.891_NTheta_0,,,
spheroid_rx_3.121_rz_4.43,spheroid_rx_3.121_rz_4.43_NTheta_0,,,
spheroid_rx_5.84_rz_2.322,spheroid_rx_5.84_rz_2.322_NTheta_0,,,
spheroid_rx_3.65_rz_5.452,spheroid_rx_3.65_rz_5.452_NTheta_0,,,
spheroid_rx_5.414_rz_1.039,spheroid_rx_5.414_rz_1.039_NTheta_0,,,
spheroid_rx_1.802_rz_9.739,spheroid_rx_1.802_rz_9.739_NTheta_0,,,
spheroid_rx_9.894_rz_5.469,spheroid_rx_9.894_rz_5.469_NTheta_0,,,
spheroid_rx_9.396_rz_3.576,spheroid_rx_9.396_rz_3.576_NTheta_0,,,
spheroid_rx_5.425_rz_9.155,spheroid_rx_5.425_rz_9.155_NTheta_0,,,
spheroid_rx_5.75_rz_7.552,spheroid_rx_5.75_rz_7.552_NTheta_0,,,
spheroid_rx_3.335_rz_2.819,spheroid_rx_3.335_rz_2.819_NTheta_0,,,
spheroid_rx_5.822_rz_7.794,spheroid_rx_5.822_rz_7.794_NTheta_0,,,
spheroid_rx_6.409_rz_5.019,spheroid_rx_6.409_rz_5.019_NTheta_0,,,
spheroid_rx_8.13_rz_1.124,spheroid_rx_8.13_rz_1.124_NTheta_0,,,
spheroid_rx_5.37_rz_2.478,spheroid_rx_5.37_rz_2.478_NTheta_0,,,
spheroid_rx_8.339_rz_8.637,spheroid_rx_8.339_rz_8.637_NTheta_0,,,
spheroid_rx_3.949_rz_6.957,spheroid_rx_3.949_rz_6.957_NTheta_0,,,
spheroid_rx_1.663_rz_1.75,spheroid_rx_1.663_rz_1.75_NTheta_0,,,
spheroid_rx_1.622_rz_9.145,spheroid_rx_1.622_rz_9.145_NTheta_0,,,
spheroid_rx_1.992_rz_0.759,spheroid_rx_1.992_rz_0.759_NTheta_0,,,
spheroid_rx_7.201_rz_8.435,spheroid_rx_7.201_rz_8.435_NTheta_0,,,
spheroid_rx_3.047_rz_5.726,spheroid_rx_3.047_rz_5.726_NTheta_0,,,
spheroid_rx_4.703_rz_3.77,spheroid_rx_4.703_rz_3.77_NTheta_0,,,
spheroid_rx_8.09_rz_2.947,spheroid_rx_8.09_rz_2.947_NTheta_0,,,
spheroid_rx_0.304_rz_4.133,spheroid_rx_0.304_rz_4.133_NTheta_0,,,
spheroid_rx_3.013_rz_2.409,spheroid_rx_3.013_rz_2.409_NTheta_0,,,
spheroid_rx_3.169_rz_9.28,spheroid_rx_3.169_rz_9.28_NTheta_0,,,
spheroid_rx_8.461_rz_8.849,spheroid_rx_8.461_rz_8.849_NTheta_0,,,
spheroid_rx_5.548_rz_3.086,spheroid_rx_5.548_rz_3.086_NTheta_0,,,
spheroid_rx_2.894_rz_5.424,spheroid_rx_2.894_rz_5.424_NTheta_0,,,
spheroid_rx_6.452_rz_1.308,spheroid_rx_6.452_rz_1.308_NTheta_0,,,
spheroid_rx_9.961_rz_1.125,spheroid_rx_9.961_rz_1.125_NTheta_0,,,
spheroid_rx_7.53_rz_4.318,spheroid_rx_7.53_rz_4.318_NTheta_0,,,
spheroid_rx_6.849_rz_3.059,spheroid_rx_6.849_rz_3.059_NTheta_0,,,
spheroid_rx_7.064_rz_8.281,spheroid_rx_7.064_rz_8.281_NTheta_0,,,
spheroid_rx_3.832_rz_6.763,spheroid_rx_3.832_rz_6.763_NTheta_0,,,
spheroid_rx_5.152_rz_3.159,spheroid_rx_5.152_rz_3.159_NTheta_0,,,
spheroid_rx_5.027_rz_5.554,spheroid_rx_5.027_rz_5.554_NTheta_0,,,
spheroid_rx_9.077_rz_6.326,spheroid_rx_9.077_rz_6.326_NTheta_0,,,
spheroid_rx_7.192_rz_2.403,spheroid_rx_7.192_rz_2.403_NTheta_0,,,
spheroid_rx_0.313_rz_0.024,spheroid_rx_0.313_rz_0.024_NTheta_0,,,
spheroid_rx_8.48_rz_8.095,spheroid_rx_8.48_rz_8.095_NTheta_0,,,
spheroid_rx_9.986_rz_3.778,spheroid_rx_9.986_rz_3.778_NTheta_0,,,
spheroid_rx_9.933_rz_5.683,spheroid_rx_9.933_rz_5.683_NTheta_0,,,
spheroid_rx_8.929_rz_1.415,spheroid_rx_8.929_rz_1.415_NTheta_0,,,
spheroid_rx_2.034_rz_2.465,spheroid_rx_2.034_rz_2.465_NTheta_0,,,
spheroid_rx_3.708_rz_1.764,spheroid_rx_3.708_rz_1.764_NTheta_0,,,
spheroid_rx_3.615_rz_9.054,spheroid_rx_3.615_rz_9.054_NTheta_0,,,
spheroid_rx_3.308_rz_0.274,spheroid_rx_3.308_rz_0.274_NTheta_0,,,
spheroid_rx_6.693_rz_0.885,spheroid_rx_6.693_rz_0.885_NTheta_0,,,
spheroid_rx_1.339_rz_0.174,spheroid_rx_1.339_rz_0.174_NTheta_0,,,
spheroid_rx_0.632_rz_0.9,spheroid_rx_0.632_rz_0.9_NTheta_0,,,
spheroid_rx_2.869_rz_3.041,spheroid_rx_2.869_rz_3.041_NTheta_0,,,
spheroid_rx_5.83_rz_5.046,spheroid_rx_5.83_rz_5.046_NTheta_0,,,
spheroid_rx_7.822_rz_5.694,spheroid_rx_7.822_rz_5.694_NTheta_0,,,
spheroid_rx_2.776_rz_7.38,spheroid_rx_2.776_rz_7.38_NTheta_0,,,
spheroid_rx_7.548_rz_0.222,spheroid_rx_7.548_rz_0.222_NTheta_0,,,
spheroid_rx_6.482_rz_8.897,spheroid_rx_6.482_rz_8.897_NTheta_0,,,
spheroid_rx_3.687_rz_3.902,spheroid_rx_3.687_rz_3.902_NTheta_0,,,
spheroid_rx_6.143_rz_4.788,spheroid_rx_6.143_rz_4.788_NTheta_0,,,
spheroid_rx_7.724_rz_2.231,spheroid_rx_7.724_rz_2.231_NTheta_0,,,
spheroid_rx_0.185_rz_9.844,spheroid_rx_0.185_rz_9.844_NTheta_0,,,
spheroid_rx_5.252_rz_8.413,spheroid_rx_5.252_rz_8.413_NTheta_0,,,
spheroid_rx_5.369_rz_1.146,spheroid_rx_5.369_rz_1.146_NTheta_0,,,
spheroid_rx_3.278_rz_3.129,spheroid_rx_3.278_rz_3.129_NTheta_0,,,
spheroid_rx_4.324_rz_4.774,spheroid_rx_4.324_rz_4.774_NTheta_0,,,
spheroid_rx_7.863_rz_9.382,spheroid_rx_7.863_rz_9.382_NTheta_0,,,
spheroid_rx_5.743_rz_7.036,spheroid_rx_5.743_rz_7.036_NTheta_0,,,
spheroid_rx_7.399_rz_6.014,spheroid_rx_7.399_rz_6.014_NTheta_0,,,
spheroid_rx_9.63_rz_3.485,spheroid_rx_9.63_rz_3.485_NTheta_0,,,
spheroid_rx_4.059_rz_7.812,spheroid_rx_4.059_rz_7.812_NTheta_0,,,
spheroid_rx_7.989_rz_9.892,spheroid_rx_7.989_rz_9.892_NTheta_0,,,
spheroid_rx_5.274_rz_1.08,spheroid_rx_5.274_rz_1.08_NTheta_0,,,
spheroid_rx_1.078_rz_8.449,spheroid_rx_1.078_rz_8.449_NTheta_0,,,
spheroid_rx_9.592_rz_5.158,spheroid_rx_9.592_rz_5.158_NTheta_0,,,
spheroid_rx_8.306_rz_8.137,spheroid_rx_8.306_rz_8.137_NTheta_0,,,
spheroid_rx_7.245_rz_8.581,spheroid_rx_7.245_rz_8.581_NTheta_0,,,
spheroid_rx_1.728_rz_8.784,spheroid_rx_1.728_rz_8.784_NTheta_0,,,
spheroid_rx_6.604_rz_2.045,spheroid_rx_6.604_rz_2.045_NTheta_0,,,
spheroid_rx_7.765_rz_6.546,spheroid_rx_7.765_rz_6.546_NTheta_0,,,
spheroid_rx_9.866_rz_5.056,spheroid_rx_9.866_rz_5.056_NTheta_0,,,
spheroid_rx_8.996_rz_9.851,spheroid_rx_8.996_rz_9.851_NTheta_0,,,
spheroid_rx_6.342_rz_7.096,spheroid_rx_6.342_rz_7.096_NTheta_0,,,
spheroid_rx_6.398_rz_3.553,spheroid_rx_6.398_rz_3.553_NTheta_0,,,
spheroid_rx_4.509_rz_0.677,spheroid_rx_4.509_rz_0.677_NTheta_0,,,
spheroid_rx_3.276_rz_6.964,spheroid_rx_3.276_rz_6.964_NTheta_0,,,
spheroid_rx_0.146_rz_6.859,spheroid_rx_0.146_rz_6.859_NTheta_0,,,
spheroid_rx_1.071_rz_8.024,spheroid_rx_1.071_rz_8.024_NTheta_0,,,
spheroid_rx_6.476_rz_0.242,spheroid_rx_6.476_rz_0.242_NTheta_0,,,
spheroid_rx_1.056_rz_8.901,spheroid_rx_1.056_rz_8.901_NTheta_0,,,
spheroid_rx_2.804_rz_4.659,spheroid_rx_2.804_rz_4.659_NTheta_0,,,
spheroid_rx_6.485_rz_5.149,spheroid_rx_6.485_rz_5.149_NTheta_0,,,
spheroid_rx_6.311_rz_0.229,spheroid_rx_6.311_rz_0.229_NTheta_0,,,
spheroid_rx_1.611_rz_8.657,spheroid_rx_1.611_rz_8.657_NTheta_0,,,
spheroid_rx_0.143_rz_2.781,spheroid_rx_0.143_rz_2.781_NTheta_0,,,
spheroid_rx_7.803_rz_1.275,spheroid_rx_7.803_rz_1.275_NTheta_0,,,
spheroid_rx_3.558_rz_6.25,spheroid_rx_3.558_rz_6.25_NTheta_0,,,
spheroid_rx_5.024_rz_5.839,spheroid_rx_5.024_rz_5.839_NTheta_0,,,
spheroid_rx_8.534_rz_2.683,spheroid_rx_8.534_rz_2.683_NTheta_0,,,
spheroid_rx_1.809_rz_6.017,spheroid_rx_1.809_rz_6.017_NTheta_0,,,
spheroid_rx_9.979_rz_6.356,spheroid_rx_9.979_rz_6.356_NTheta_0,,,
spheroid_rx_5.929_rz_6.968,spheroid_rx_5.929_rz_6.968_NTheta_0,,,
spheroid_rx_9.301_rz_7.396,spheroid_rx_9.301_rz_7.396_NTheta_0,,,
spheroid_rx_9.019_rz_1.41,spheroid_rx_9.019_rz_1.41_NTheta_0,,,
spheroid_rx_1.326_rz_5.985,spheroid_rx_1.326_rz_5.985_NTheta_0,,,
spheroid_rx_8.25_rz_5.971,spheroid_rx_8.25_rz_5.971_NTheta_0,,,
spheroid_rx_3.74_rz_0.2,spheroid_rx_3.74_rz_0.2_NTheta_0,,,
spheroid_rx_6.341_rz_2.758,spheroid_rx_6.341_rz_2.758_NTheta_0,,,
spheroid_rx_3.696_rz_3.712,spheroid_rx_3.696_rz_3.712_NTheta_0,,,
spheroid_rx_7.176_rz_4.605,spheroid_rx_7.176_rz_4.605_NTheta_0,,,
spheroid_rx_3.586_rz_0.351,spheroid_rx_3.586_rz_0.351_NTheta_0,,,
spheroid_rx_9.89_rz_8.967,spheroid_rx_9.89_rz_8.967_NTheta_0,,,
spheroid_rx_7.733_rz_9.803,spheroid_rx_7.733_rz_9.803_NTheta_0,,,
spheroid_rx_6.081_rz_8.119,spheroid_rx_6.081_rz_8.119_NTheta_0,,,
spheroid_rx_6.256_rz_0.916,spheroid_rx_6.256_rz_0.916_NTheta_0,,,
spheroid_rx_3.907_rz_3.434,spheroid_rx_3.907_rz_3.434_NTheta_0,,,
spheroid_rx_6.449_rz_5.154,spheroid_rx_6.449_rz_5.154_NTheta_0,,,
spheroid_rx_1.649_rz_2.663,spheroid_rx_1.649_rz_2.663_NTheta_0,,,
spheroid_rx_2.395_rz_6.13,spheroid_rx_2.395_rz_6.13_NTheta_0,,,
spheroid_rx_0.453_rz_1.999,spheroid_rx_0.453_rz_1.999_NTheta_0,,,
spheroid_rx_8.676_rz_6.313,spheroid_rx_8.676_rz_6.313_NTheta_0,,,
spheroid_rx_7.026_rz_6.249,spheroid_rx_7.026_rz_6.249_NTheta_0,,,
spheroid_rx_8.956_rz_5.766,spheroid_rx_8.956_rz_5.766_NTheta_0,,,
spheroid_rx_7.87_rz_4.462,spheroid_rx_7.87_rz_4.462_NTheta_0,,,
spheroid_rx_0.176_rz_6.466,spheroid_rx_0.176_rz_6.466_NTheta_0,,,
spheroid_rx_3.642_rz_0.439,spheroid_rx_3.642_rz_0.439_NTheta_0,,,
spheroid_rx_6.112_rz_4.273,spheroid_rx_6.112_rz_4.273_NTheta_0,,,
spheroid_rx_5.503_rz_7.988,spheroid_rx_5.503_rz_7.988_NTheta_0,,,
spheroid_rx_1.252_rz_8.895,spheroid_rx_1.252_rz_8.895_NTheta_0,,,
spheroid_rx_1.044_rz_3.185,spheroid_rx_1.044_rz_3.185_NTheta_0,,,
spheroid_rx_2.456_rz_9.079,spheroid_rx_2.456_rz_9.079_NTheta_0,,,
spheroid_rx_4.607_rz_7.523,spheroid_rx_4.607_rz_7.523_NTheta_0,,,
spheroid_rx_1.173_rz_0.509,spheroid_rx_1.173_rz_0.509_NTheta_0,,,
spheroid_rx_9.129_rz_2.583,spheroid_rx_9.129_rz_2.583_NTheta_0,,,
spheroid_rx_6.444_rz_4.422,spheroid_rx_6.444_rz_4.422_NTheta_0,,,
spheroid_rx_0.404_rz_9.216,spheroid_rx_0.404_rz_9.216_NTheta_0,,,
spheroid_rx_4.593_rz_2.454,spheroid_rx_4.593_rz_2.454_NTheta_0,,,
spheroid_rx_3.433_rz_3.218,spheroid_rx_3.433_rz_3.218_NTheta_0,,,
spheroid_rx_1.418_rz_4.348,spheroid_rx_1.418_rz_4.348_NTheta_0,,,
spheroid_rx_2.259_rz_9.394,spheroid_rx_2.259_rz_9.394_NTheta_0,,,
spheroid_rx_4.439_rz_3.782,spheroid_rx_4.439_rz_3.782_NTheta_0,,,
spheroid_rx_5.187_rz_4.902,spheroid_rx_5.187_rz_4.902_NTheta_0,,,
spheroid_rx_0.041_rz_1.847,spheroid_rx_0.041_rz_1.847_NTheta_0,,,
spheroid_rx_6.416_rz_6.403,spheroid_rx_6.416_rz_6.403_NTheta_0,,,
spheroid_rx_9.815_rz_9.896,spheroid_rx_9.815_rz_9.896_NTheta_0,,,
spheroid_rx_6.039_rz_2.927,spheroid_rx_6.039_rz_2.927_NTheta_0,,,
spheroid_rx_0.686_rz_0.606,spheroid_rx_0.686_rz_0.606_NTheta_0,,,
spheroid_rx_4.605_rz_8.396,spheroid_rx_4.605_rz_8.396_NTheta_0,,,
spheroid_rx_7.686_rz_1.128,spheroid_rx_7.686_rz_1.128_NTheta_0,,,
spheroid_rx_8.92_rz_4.721,spheroid_rx_8.92_rz_4.721_NTheta_0,,,
spheroid_rx_4.793_rz_4.203,spheroid_rx_4.793_rz_4.203_NTheta_0,,,
spheroid_rx_1.234_rz_0.359,spheroid_rx_1.234_rz_0.359_NTheta_0,,,
spheroid_rx_6.264_rz_7.929,spheroid_rx_6.264_rz_7.929_NTheta_0,,,
spheroid_rx_6.927_rz_1.888,spheroid_rx_6.927_rz_1.888_NTheta_0,,,
spheroid_rx_7.116_rz_3.423,spheroid_rx_7.116_rz_3.423_NTheta_0,,,
spheroid_rx_7.628_rz_3.486,spheroid_rx_7.628_rz_3.486_NTheta_0,,,
spheroid_rx_6.569_rz_9.303,spheroid_rx_6.569_rz_9.303_NTheta_0,,,
spheroid_rx_3.421_rz_6.978,spheroid_rx_3.421_rz_6.978_NTheta_0,,,
spheroid_rx_3.984_rz_7.158,spheroid_rx_3.984_rz_7.158_NTheta_0,,,
spheroid_rx_6.66_rz_4.335,spheroid_rx_6.66_rz_4.335_NTheta_0,,,
spheroid_rx_0.251_rz_9.827,spheroid_rx_0.251_rz_9.827_NTheta_0,,,
spheroid_rx_7.495_rz_9.671,spheroid_rx_7.495_rz_9.671_NTheta_0,,,
spheroid_rx_0.702_rz_1.236,spheroid_rx_0.702_rz_1.236_NTheta_0,,,
spheroid_rx_5.276_rz_2.91,spheroid_rx_5.276_rz_2.91_NTheta_0,,,
spheroid_rx_6.4_rz_1.959,spheroid_rx_6.4_rz_1.959_NTheta_0,,,
spheroid_rx_3.457_rz_0.619,spheroid_rx_3.457_rz_0.619_NTheta_0,,,
spheroid_rx_3.498_rz_3.029,spheroid_rx_3.498_rz_3.029_NTheta_0,,,
spheroid_rx_3.897_rz_1.529,spheroid_rx_3.897_rz_1.529_NTheta_0,,,
spheroid_rx_2.198_rz_5.056,spheroid_rx_2.198_rz_5.056_NTheta_0,,,
spheroid_rx_5.959_rz_7.194,spheroid_rx_5.959_rz_7.194_NTheta_0,,,
spheroid_rx_8.227_rz_6.687,spheroid_rx_8.227_rz_6.687_NTheta_0,,,
spheroid_rx_4.648_rz_4.109,spheroid_rx_4.648_rz_4.109_NTheta_0,,,
spheroid_rx_8.582_rz_0.055,spheroid_rx_8.582_rz_0.055_NTheta_0,,,
spheroid_rx_2.055_rz_2.265,spheroid_rx_2.055_rz_2.265_NTheta_0,,,
spheroid_rx_7.239_rz_8.569,spheroid_rx_7.239_rz_8.569_NTheta_0,,,
spheroid_rx_8.733_rz_6.735,spheroid_rx_8.733_rz_6.735_NTheta_0,,,
spheroid_rx_2.981_rz_9.686,spheroid_rx_2.981_rz_9.686_NTheta_0,,,
spheroid_rx_2.74_rz_4.527,spheroid_rx_2.74_rz_4.527_NTheta_0,,,
spheroid_rx_1.174_rz_7.434,spheroid_rx_1.174_rz_7.434_NTheta_0,,,
spheroid_rx_5.03_rz_9.081,spheroid_rx_5.03_rz_9.081_NTheta_0,,,
spheroid_rx_6.759_rz_2.308,spheroid_rx_6.759_rz_2.308_NTheta_0,,,
spheroid_rx_3.951_rz_0.291,spheroid_rx_3.951_rz_0.291_NTheta_0,,,
spheroid_rx_6.818_rz_3.015,spheroid_rx_6.818_rz_3.015_NTheta_0,,,
spheroid_rx_9.691_rz_2.584,spheroid_rx_9.691_rz_2.584_NTheta_0,,,
spheroid_rx_4.68_rz_0.424,spheroid_rx_4.68_rz_0.424_NTheta_0,,,
spheroid_rx_1.571_rz_9.765,spheroid_rx_1.571_rz_9.765_NTheta_0,,,
spheroid_rx_1.892_rz_3.918,spheroid_rx_1.892_rz_3.918_NTheta_0,,,
spheroid_rx_3.996_rz_8.973,spheroid_rx_3.996_rz_8.973_NTheta_0,,,
spheroid_rx_7.467_rz_4.565,spheroid_rx_7.467_rz_4.565_NTheta_0,,,
spheroid_rx_2.62_rz_8.202,spheroid_rx_2.62_rz_8.202_NTheta_0,,,
spheroid_rx_5.094_rz_3.623,spheroid_rx_5.094_rz_3.623_NTheta_0,,,
spheroid_rx_8.715_rz_8.104,spheroid_rx_8.715_rz_8.104_NTheta_0,,,
spheroid_rx_9.16_rz_6.44,spheroid_rx_9.16_rz_6.44_NTheta_0,,,
spheroid_rx_7.835_rz_3.777,spheroid_rx_7.835_rz_3.777_NTheta_0,,,
spheroid_rx_5.374_rz_6.848,spheroid_rx_5.374_rz_6.848_NTheta_0,,,
spheroid_rx_6.218_rz_6.988,spheroid_rx_6.218_rz_6.988_NTheta_0,,,
spheroid_rx_4.639_rz_0.536,spheroid_rx_4.639_rz_0.536_NTheta_0,,,
spheroid_rx_4.855_rz_3.949,spheroid_rx_4.855_rz_3.949_NTheta_0,,,
spheroid_rx_6.698_rz_8.662,spheroid_rx_6.698_rz_8.662_NTheta_0,,,
spheroid_rx_6.912_rz_0.472,spheroid_rx_6.912_rz_0.472_NTheta_0,,,
spheroid_rx_9.76_rz_8.625,spheroid_rx_9.76_rz_8.625_NTheta_0,,,
spheroid_rx_0.062_rz_3.004,spheroid_rx_0.062_rz_3.004_NTheta_0,,,
spheroid_rx_6.406_rz_0.489,spheroid_rx_6.406_rz_0.489_NTheta_0,,,
