simulation_id,simulation_type,mesh_id,material_surr,material_particle,simulation_result_filepath,tolerance,start_times,end_times,RelOrient_id
vac__SiN_spheroid_rx_5.415_rz_0.74_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.415_rz_0.74_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.415_rz_0.74_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.038_rz_2.908_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.038_rz_2.908_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.038_rz_2.908_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.214_rz_8.291_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.214_rz_8.291_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.214_rz_8.291_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.632_rz_3.816_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.632_rz_3.816_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.632_rz_3.816_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.053_rz_4.688_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.053_rz_4.688_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.053_rz_4.688_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.763_rz_9.05_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.763_rz_9.05_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.763_rz_9.05_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.253_rz_5.161_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.253_rz_5.161_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.253_rz_5.161_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_9.295_rz_3.101_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.295_rz_3.101_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_9.295_rz_3.101_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_3.186_rz_3.255_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.186_rz_3.255_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_3.186_rz_3.255_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_8.864_rz_3.333_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.864_rz_3.333_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_8.864_rz_3.333_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.126_rz_1.427_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.126_rz_1.427_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.126_rz_1.427_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.786_rz_8.536_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.786_rz_8.536_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.786_rz_8.536_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.243_rz_5.617_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.243_rz_5.617_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.243_rz_5.617_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.588_rz_8.004_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.588_rz_8.004_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.588_rz_8.004_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.529_rz_1.01_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.529_rz_1.01_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.529_rz_1.01_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.306_rz_4.017_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.306_rz_4.017_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.306_rz_4.017_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_9.226_rz_2.601_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.226_rz_2.601_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_9.226_rz_2.601_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.255_rz_3.688_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.255_rz_3.688_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.255_rz_3.688_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.529_rz_2.387_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.529_rz_2.387_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.529_rz_2.387_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.5_rz_9.762_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.5_rz_9.762_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.5_rz_9.762_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_9.366_rz_4.46_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.366_rz_4.46_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_9.366_rz_4.46_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.33_rz_5.756_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.33_rz_5.756_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.33_rz_5.756_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.468_rz_4.314_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.468_rz_4.314_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.468_rz_4.314_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.97_rz_0.594_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.97_rz_0.594_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.97_rz_0.594_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_1.627_rz_3.22_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_1.627_rz_3.22_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_1.627_rz_3.22_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.843_rz_5.31_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.843_rz_5.31_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.843_rz_5.31_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.297_rz_6.733_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.297_rz_6.733_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.297_rz_6.733_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.771_rz_0.805_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.771_rz_0.805_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.771_rz_0.805_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.683_rz_3.434_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.683_rz_3.434_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.683_rz_3.434_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.969_rz_7.264_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.969_rz_7.264_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.969_rz_7.264_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.626_rz_0.793_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.626_rz_0.793_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.626_rz_0.793_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.567_rz_3.948_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.567_rz_3.948_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.567_rz_3.948_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.148_rz_7.052_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.148_rz_7.052_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.148_rz_7.052_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.847_rz_3.4_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.847_rz_3.4_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.847_rz_3.4_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.584_rz_9.271_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.584_rz_9.271_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.584_rz_9.271_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_3.954_rz_4.96_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.954_rz_4.96_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_3.954_rz_4.96_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.11_rz_4.803_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.11_rz_4.803_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.11_rz_4.803_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.042_rz_3.007_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.042_rz_3.007_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.042_rz_3.007_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.801_rz_6.826_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.801_rz_6.826_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.801_rz_6.826_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.464_rz_9.447_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.464_rz_9.447_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.464_rz_9.447_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.097_rz_9.428_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.097_rz_9.428_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.097_rz_9.428_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_8.441_rz_8.915_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.441_rz_8.915_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_8.441_rz_8.915_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.218_rz_0.619_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.218_rz_0.619_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.218_rz_0.619_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.011_rz_7.232_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.011_rz_7.232_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.011_rz_7.232_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.491_rz_9.653_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.491_rz_9.653_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.491_rz_9.653_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.403_rz_1.487_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.403_rz_1.487_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.403_rz_1.487_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.034_rz_9.05_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.034_rz_9.05_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.034_rz_9.05_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_3.792_rz_7.364_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.792_rz_7.364_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_3.792_rz_7.364_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_1.83_rz_1.63_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_1.83_rz_1.63_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_1.83_rz_1.63_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_5.369_rz_2.713_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.369_rz_2.713_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_5.369_rz_2.713_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.921_rz_2.396_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.921_rz_2.396_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.921_rz_2.396_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_3.72_rz_1.152_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.72_rz_1.152_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_3.72_rz_1.152_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_9.725_rz_6.75_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.725_rz_6.75_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_9.725_rz_6.75_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.597_rz_6.416_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.597_rz_6.416_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.597_rz_6.416_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.254_rz_5.685_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.254_rz_5.685_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.254_rz_5.685_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_6.55_rz_7.748_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.55_rz_7.748_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_6.55_rz_7.748_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_4.151_rz_2.17_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.151_rz_2.17_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_4.151_rz_2.17_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_2.401_rz_1.176_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.401_rz_1.176_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_2.401_rz_1.176_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_0.52_rz_6.941_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.52_rz_6.941_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_0.52_rz_6.941_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_8.169_rz_5.44_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.169_rz_5.44_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_8.169_rz_5.44_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__SiN_spheroid_rx_7.341_rz_2.464_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.341_rz_2.464_NTheta_0,vac,SiN,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__SiN_spheroid_rx_7.341_rz_2.464_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
