simulation_id,simulation_type,mesh_id,material_surr,material_particle,simulation_result_filepath,tolerance,start_times,end_times,RelOrient_id
vac__Au_spheroid_rx_8.754_rz_2.191_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.754_rz_2.191_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_8.754_rz_2.191_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_5.365_rz_7.943_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.365_rz_7.943_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_5.365_rz_7.943_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_3.297_rz_7.28_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.297_rz_7.28_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_3.297_rz_7.28_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_4.85_rz_0.303_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.85_rz_0.303_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_4.85_rz_0.303_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_6.52_rz_0.773_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.52_rz_0.773_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_6.52_rz_0.773_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_6.616_rz_5.895_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.616_rz_5.895_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_6.616_rz_5.895_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_4.314_rz_1.958_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.314_rz_1.958_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_4.314_rz_1.958_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_0.367_rz_4.778_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.367_rz_4.778_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_0.367_rz_4.778_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_3.731_rz_3.904_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.731_rz_3.904_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_3.731_rz_3.904_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_0.799_rz_9.429_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.799_rz_9.429_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_0.799_rz_9.429_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_4.084_rz_3.419_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.084_rz_3.419_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_4.084_rz_3.419_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_9.052_rz_1.595_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.052_rz_1.595_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_9.052_rz_1.595_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_9.3_rz_8.95_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.3_rz_8.95_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_9.3_rz_8.95_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_0.878_rz_1.747_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.878_rz_1.747_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_0.878_rz_1.747_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_4.964_rz_3.975_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.964_rz_3.975_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_4.964_rz_3.975_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_6.323_rz_6.214_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.323_rz_6.214_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_6.323_rz_6.214_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_6.431_rz_0.316_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.431_rz_0.316_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_6.431_rz_0.316_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_7.81_rz_8.128_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.81_rz_8.128_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_7.81_rz_8.128_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_2.086_rz_9.789_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.086_rz_9.789_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_2.086_rz_9.789_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_0.402_rz_6.111_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.402_rz_6.111_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_0.402_rz_6.111_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_1.112_rz_7.882_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_1.112_rz_7.882_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_1.112_rz_7.882_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_9.154_rz_5.96_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.154_rz_5.96_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_9.154_rz_5.96_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_9.04_rz_3.223_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.04_rz_3.223_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_9.04_rz_3.223_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_2.337_rz_6.042_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.337_rz_6.042_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_2.337_rz_6.042_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_9.382_rz_3.075_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.382_rz_3.075_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_9.382_rz_3.075_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_8.439_rz_4.978_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.439_rz_4.978_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_8.439_rz_4.978_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_9.12_rz_9.272_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.12_rz_9.272_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_9.12_rz_9.272_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_7.834_rz_8.883_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_7.834_rz_8.883_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_7.834_rz_8.883_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_2.401_rz_2.52_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.401_rz_2.52_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_2.401_rz_2.52_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_3.044_rz_5.861_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.044_rz_5.861_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_3.044_rz_5.861_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_5.479_rz_6.436_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.479_rz_6.436_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_5.479_rz_6.436_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_0.04_rz_7.481_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.04_rz_7.481_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_0.04_rz_7.481_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_3.191_rz_6.338_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.191_rz_6.338_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_3.191_rz_6.338_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_9.508_rz_1.787_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.508_rz_1.787_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_9.508_rz_1.787_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_1.348_rz_8.334_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_1.348_rz_8.334_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_1.348_rz_8.334_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_0.598_rz_7.947_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.598_rz_7.947_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_0.598_rz_7.947_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_6.973_rz_4.916_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.973_rz_4.916_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_6.973_rz_4.916_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_6.343_rz_6.945_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.343_rz_6.945_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_6.343_rz_6.945_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_0.919_rz_7.823_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.919_rz_7.823_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_0.919_rz_7.823_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_8.957_rz_7.828_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.957_rz_7.828_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_8.957_rz_7.828_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_0.895_rz_9.223_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.895_rz_9.223_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_0.895_rz_9.223_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_8.154_rz_8.738_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.154_rz_8.738_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_8.154_rz_8.738_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_1.188_rz_3.045_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_1.188_rz_3.045_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_1.188_rz_3.045_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_0.877_rz_6.758_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.877_rz_6.758_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_0.877_rz_6.758_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_2.165_rz_6.495_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.165_rz_6.495_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_2.165_rz_6.495_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_8.409_rz_4.898_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.409_rz_4.898_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_8.409_rz_4.898_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_6.635_rz_9.536_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_6.635_rz_9.536_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_6.635_rz_9.536_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_5.736_rz_2.835_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.736_rz_2.835_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_5.736_rz_2.835_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_3.963_rz_3.008_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.963_rz_3.008_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_3.963_rz_3.008_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_9.685_rz_1.249_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.685_rz_1.249_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_9.685_rz_1.249_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_9.946_rz_9.513_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.946_rz_9.513_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_9.946_rz_9.513_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_2.515_rz_9.998_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_2.515_rz_9.998_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_2.515_rz_9.998_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_8.303_rz_0.313_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.303_rz_0.313_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_8.303_rz_0.313_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_5.444_rz_8.073_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.444_rz_8.073_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_5.444_rz_8.073_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_3.619_rz_5.272_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.619_rz_5.272_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_3.619_rz_5.272_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_4.44_rz_1.059_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_4.44_rz_1.059_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_4.44_rz_1.059_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_9.529_rz_1.908_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_9.529_rz_1.908_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_9.529_rz_1.908_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_8.652_rz_5.458_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.652_rz_5.458_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_8.652_rz_5.458_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_0.331_rz_7.555_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_0.331_rz_7.555_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_0.331_rz_7.555_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_8.762_rz_4.712_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_8.762_rz_4.712_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_8.762_rz_4.712_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_5.142_rz_3.619_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_5.142_rz_3.619_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_5.142_rz_3.619_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
vac__Au_spheroid_rx_3.635_rz_3.6_NTheta_0_.tmatrix_smarties._,tmatrix_smarties,spheroid_rx_3.635_rz_3.6_NTheta_0,vac,Au,/home/melzouka/elzouka_codes_library/Python/SphEM/results/compare_Tmatrix_scattering_fixed_tmatrix_fixed_mesh____test_datastructure/spheroid//vac__Au_spheroid_rx_3.635_rz_3.6_NTheta_0_.tmatrix_smarties._*.HDF5,0.0,To be coded,To be coded,
